school_id,school_name,county_name,street,city,zip,locale_label,grade_band,school_type,school_type_detail,teachers_fte,enrollment,title_i_status,title_i_school,free_or_reduced_price_lunch,farm_pct,lunch_program,pvt_pct_nonwhite,school_status
240048000781,Bells Mill Elementary,Montgomery County,8225 Bells Mill Rd,Potomac,20854,Suburb large,ES,public,public,35,619,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,52,0.0840064620355412,Yes participating without using any Provision or the CEP,NA,Open
240048000782,Belmont Elementary,Montgomery County,19528 Olney Mill Rd,Olney,20832,Suburb large,ES,public,public,21,333,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,18,0.05405405405405406,Yes participating without using any Provision or the CEP,NA,Open
240048000783,Benjamin Banneker Middle,Montgomery County,14800 Perrywood Dr,Burtonsville,20866,Suburb large,MS,public,public,58,856,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,420,0.49065420560747663,Yes participating without using any Provision or the CEP,NA,Open
240048000784,Bethesda-Chevy Chase High,Montgomery County,4301 East-West Hwy,Bethesda,20814,City small,HS,public,public,114,2124,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,213,0.10028248587570622,Yes participating without using any Provision or the CEP,NA,Open
240048000785,Bethesda Elementary,Montgomery County,7600 Arlington Rd,Bethesda,20814,City small,ES,public,public,40,650,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,45,0.06923076923076923,Yes participating without using any Provision or the CEP,NA,Open
240048000786,Beverly Farms Elementary,Montgomery County,8501 Post Oak Road,Potomac,20854,Suburb large,ES,public,public,32,585,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,40,0.06837606837606838,Yes participating without using any Provision or the CEP,NA,Open
240048000787,Bradley Hills Elementary,Montgomery County,8701 Hartsdale Ave,Bethesda,20817,City small,ES,public,public,31,590,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,3,0.005084745762711864,Yes participating without using any Provision or the CEP,NA,Open
240048000788,JoAnn Leleck at Broad Acres Elementary,Montgomery County,710 Beacon Rd,Silver Spring,20903,City small,ES,public,public,71,828,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,736,0.8888888888888888,Yes participating without using any Provision or the CEP,NA,Open
240048000789,Brookhaven Elementary,Montgomery County,4610 Renn St,Rockville,20853,Suburb large,ES,public,public,39,456,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,293,0.6425438596491229,Yes participating without using any Provision or the CEP,NA,Open
240048000792,Brown Station Elementary,Montgomery County,850 Quince Orchard Blvd,Gaithersburg,20878,City small,ES,public,public,45,585,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,351,0.6,Yes participating without using any Provision or the CEP,NA,Open
240048000793,Burning Tree Elementary,Montgomery County,7900 Beech Tree Rd,Bethesda,20817,City small,ES,public,public,32,473,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,25,0.052854122621564484,Yes participating without using any Provision or the CEP,NA,Open
240048000794,Burtonsville Elementary,Montgomery County,15516 Old Columbia Pike,Burtonsville,20866,Rural fringe,ES,public,public,39,627,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,264,0.42105263157894735,Yes participating without using any Provision or the CEP,NA,Open
240048000796,Candlewood Elementary,Montgomery County,7210 Osprey Drive,Rockville,20855,Suburb large,ES,public,public,26,367,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,79,0.21525885558583105,Yes participating without using any Provision or the CEP,NA,Open
240048000797,Cannon Road Elementary,Montgomery County,901 Cannon Road,Silver Spring,20904,Suburb large,ES,public,public,30,412,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,241,0.5849514563106796,Yes participating without using any Provision or the CEP,NA,Open
240048000798,Carderock Springs Elementary,Montgomery County,7401 Persimmon Tree Lane,Bethesda,20817,Suburb large,ES,public,public,23,361,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,8,0.0221606648199446,Yes participating without using any Provision or the CEP,NA,Open
240048000799,Carl Sandburg Center,Montgomery County,451 Meadow Hall Dr,Rockville,20851,City small,ES,public,public,18,92,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,46,0.5,Yes participating without using any Provision or the CEP,NA,Open
240048000800,Cashell Elementary,Montgomery County,17101 Cashell Rd,Rockville,20853,Suburb large,ES,public,public,27,363,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,92,0.2534435261707989,Yes participating without using any Provision or the CEP,NA,Open
240048000801,Cedar Grove Elementary,Montgomery County,24001 Ridge Rd,Germantown,20876,Rural fringe,ES,public,public,35,613,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,60,0.09787928221859707,Yes participating without using any Provision or the CEP,NA,Open
240048000803,Chevy Chase Elementary,Montgomery County,4015 Rosemary St,Chevy Chase,20815,Suburb large,ES,public,magnet,23,452,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,86,0.1902654867256637,Yes participating without using any Provision or the CEP,NA,Open
240048000804,Clarksburg Elementary,Montgomery County,13530 Redgrave Pl,Clarksburg,20871,Suburb large,ES,public,public,29,529,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,75,0.14177693761814744,Yes participating without using any Provision or the CEP,NA,Open
240048000806,Col. E. Brooke Lee Middle,Montgomery County,11800 Monticello Ave,Silver Spring,20902,Suburb large,MS,public,public,56,760,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,473,0.6223684210526316,Yes participating without using any Provision or the CEP,NA,Open
240048000808,Col. Zadok Magruder High,Montgomery County,5939 Muncaster Mill Rd,Rockville,20855,Rural fringe,HS,public,public,102,1609,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,530,0.32939714108141704,Yes participating without using any Provision or the CEP,NA,Open
240048000809,Cold Spring Elementary,Montgomery County,9201 Falls Chapel Way,Potomac,20854,Suburb large,ES,public,magnet,20,330,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,3,0.00909090909090909,Yes participating without using any Provision or the CEP,NA,Open
240048000810,College Gardens Elementary,Montgomery County,1700 Yale Place,Rockville,20850,City small,ES,public,public,40,695,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,110,0.15827338129496402,Yes participating without using any Provision or the CEP,NA,Open
240048000814,Cresthaven Elementary,Montgomery County,1234 Cresthaven Dr,Silver Spring,20903,Suburb large,ES,public,public,40,557,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,375,0.6732495511669659,Yes participating without using any Provision or the CEP,NA,Open
240048000815,Damascus Elementary,Montgomery County,10201 Bethesda Church Rd,Damascus,20872,Suburb large,ES,public,public,24,341,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,84,0.24633431085043989,Yes participating without using any Provision or the CEP,NA,Open
240048000817,Darnestown Elementary,Montgomery County,15030 Turkey Foot Rd,Gaithersburg,20878,Suburb large,ES,public,public,23,310,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,16,0.05161290322580645,Yes participating without using any Provision or the CEP,NA,Open
240048000818,Diamond Elementary,Montgomery County,4 Marquis Dr,Gaithersburg,20878,City small,ES,public,public,47,770,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,60,0.07792207792207792,Yes participating without using any Provision or the CEP,NA,Open
240048000819,DuFief Elementary,Montgomery County,15001 Dufief Dr,Gaithersburg,20878,Suburb large,ES,public,public,26,310,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,44,0.14193548387096774,Yes participating without using any Provision or the CEP,NA,Open
240048000820,Earle B. Wood Middle,Montgomery County,14615 Bauer Dr,Rockville,20853,Suburb large,MS,public,public,74,964,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,340,0.35269709543568467,Yes participating without using any Provision or the CEP,NA,Open
240048000821,East Silver Spring Elementary,Montgomery County,631 Silver Spring Ave,Silver Spring,20910,City small,ES,public,public,40,511,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,266,0.5205479452054794,Yes participating without using any Provision or the CEP,NA,Open
240048000826,Fairland Elementary,Montgomery County,14315 Fairdale Rd,Silver Spring,20905,Suburb large,ES,public,public,47,628,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,357,0.5684713375796179,Yes participating without using any Provision or the CEP,NA,Open
240048000827,Fallsmead Elementary,Montgomery County,1800 Greenplace Ter,Rockville,20850,City small,ES,public,public,31,562,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,50,0.08896797153024912,Yes participating without using any Provision or the CEP,NA,Open
240048000828,Farmland Elementary,Montgomery County,7000 Old Gate Road,Rockville,20852,Suburb large,ES,public,public,47,830,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,54,0.06506024096385542,Yes participating without using any Provision or the CEP,NA,Open
240048000829,Fields Road Elementary,Montgomery County,1 School Dr,Gaithersburg,20878,City small,ES,public,public,37,474,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,164,0.3459915611814346,Yes participating without using any Provision or the CEP,NA,Open
240048000830,Flower Valley Elementary,Montgomery County,4615 Sunflower Dr,Rockville,20853,Suburb large,ES,public,public,35,490,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,110,0.22448979591836735,Yes participating without using any Provision or the CEP,NA,Open
240048000832,Forest Knolls Elementary,Montgomery County,10830 Eastwood Ave,Silver Spring,20901,Suburb large,ES,public,public,52,721,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,218,0.30235783633841884,Yes participating without using any Provision or the CEP,NA,Open
240048000834,Fox Chapel Elementary,Montgomery County,19315 Archdale Rd,Germantown,20876,Suburb large,ES,public,magnet,43,598,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,307,0.5133779264214047,Yes participating without using any Provision or the CEP,NA,Open
240048000836,Gaithersburg Elementary,Montgomery County,35 N Summit Ave,Gaithersburg,20877,City small,ES,public,public,72,839,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,702,0.8367103694874851,Yes participating without using any Provision or the CEP,NA,Open
240048000837,Gaithersburg Middle,Montgomery County,2 Teachers Way,Gaithersburg,20877,City small,MS,public,public,66,863,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,414,0.4797219003476246,Yes participating without using any Provision or the CEP,NA,Open
240048000838,Gaithersburg High,Montgomery County,101 Education Blvd,Gaithersburg,20877,City small,HS,public,public,162,2352,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,1020,0.4336734693877551,Yes participating without using any Provision or the CEP,NA,Open
240048000839,Galway Elementary,Montgomery County,12612 Galway Dr,Silver Spring,20904,Suburb large,ES,public,public,57,788,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,468,0.5939086294416244,Yes participating without using any Provision or the CEP,NA,Open
240048000840,Garrett Park Elementary,Montgomery County,4810 Oxford Street,Kensington,20895,Suburb large,ES,public,public,43,798,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,117,0.14661654135338345,Yes participating without using any Provision or the CEP,NA,Open
240048000842,Georgian Forest Elementary,Montgomery County,3100 Regina Dr,Silver Spring,20906,Suburb large,ES,public,public,50,655,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,502,0.766412213740458,Yes participating without using any Provision or the CEP,NA,Open
240048000843,Germantown Elementary,Montgomery County,19110 Liberty Mill Rd,Germantown,20874,Suburb large,ES,public,public,27,321,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,105,0.32710280373831774,Yes participating without using any Provision or the CEP,NA,Open
240048000844,Glen Haven Elementary,Montgomery County,10900 Inwood Ave,Silver Spring,20902,Suburb large,ES,public,public,39,482,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,251,0.520746887966805,Yes participating without using any Provision or the CEP,NA,Open
240048000845,Glenallan Elementary,Montgomery County,12520 Heurich Rd,Silver Spring,20902,Suburb large,ES,public,public,55,746,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,397,0.532171581769437,Yes participating without using any Provision or the CEP,NA,Open
240048000846,Greenwood Elementary,Montgomery County,3336 Gold Mine Rd,Brookeville,20833,Suburb large,ES,public,public,28,515,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,54,0.10485436893203884,Yes participating without using any Provision or the CEP,NA,Open
240048000848,Harmony Hills Elementary,Montgomery County,13407 Lydia St,Silver Spring,20906,Suburb large,ES,public,public,57,716,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,562,0.7849162011173184,Yes participating without using any Provision or the CEP,NA,Open
240048000849,Herbert Hoover Middle,Montgomery County,8810 Post Oak Rd,Potomac,20854,Suburb large,MS,public,public,63,1043,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,41,0.039309683604985615,Yes participating without using any Provision or the CEP,NA,Open
240048000850,Highland Elementary,Montgomery County,3100 Medway St,Silver Spring,20902,Suburb large,ES,public,public,47,548,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,424,0.7737226277372263,Yes participating without using any Provision or the CEP,NA,Open
240048000851,Highland View Elementary,Montgomery County,9010 Providence Ave,Silver Spring,20901,City small,ES,public,public,31,440,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,199,0.45227272727272727,Yes participating without using any Provision or the CEP,NA,Open
